,text,company,sentiment
164,"following #sxsw tweets on google realtime, four platforms on tweet deck and listening to panel, realizing i'm spoken to no one here today.",google,0
165,anyone at #sxsw want an ipad 2? i'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,apple,0
166,anyone at #sxsw want to make a quick hundred dollars? new #ipad2 from ad hoc apple store here gets hundred plus cost!,apple,1
167,solving a #sxsw-induced iphone-in-toilet crisis at apple store with @mention (not my crisis for once),apple,0
168,"monday at #sxsw: barry diller, new york times, congress lunch, w hotel party, google party, six dirty martinis. how mondays should be.",google,1
169,attending #sxsw? austin guide by @mention is now free to download on itunes - {link} #lp,apple,0
170,"seriously #sxsw? did you do any testing on the mobile apps? constant ipad crashes causing lost schedules, and no sync for wp7.",apple,0
171,ready for #sxsw?! here are some iphone apps 2 make ur blogging easier | {link} #sxsw #sxswi,apple,1
172,ipad2 and #sxsw...a conflagration of doofusness.  {link},apple,0
173,attention #sxsw'ers - {link} - rumored pop-up temporary apple store for all your #sxsw ipad 2 launch needs.,apple,1
174,i went to #sxswi and all i won was this lousy #ipad #sxsw :-) :-) {link},apple,1
175,hey #sxsw #sxswi folks. if you want to learn about security come over to #bsidesaustin {link},neither,0
176,attending #sxswi? work in iphone / ipad game development? looking to hire an austin-based ios developer? i'm your man. let's talk. #sxsw,apple,0
177,this is a #winning picture #android #google #sxsw {link},google,1
178,gsd&amp;m + google 7-10. rt @mention what's the best party to hit tonight? #sxsw @mention @mention,google,0
179,gsd&amp;m + google industry party #sxsw @mention great to meet you  {link},google,0
180,"you spent $1,000+ to come to sxsw. 

you've already used ipad 1. 

the wait is a couple city blocks. 

why? #ipad2 #sxsw {link}",apple,0
181,#sxsw day 1 - marissa mayer: google will connect the digital &amp; physical worlds through mobile {link},google,0
182,behind on 100s of emails? give them all 1 line iphone composed replies. #sxsw #protip,apple,1
183,it's like 10pm at night and there is a line around the block at the popup apple stores selling ipad2s. #sxsw,apple,1
184,.@mention 1154 free songs from #sxsw (this year alone!) {link},neither,0
185,more than 150 million mobile users for google maps for mobile #sxsw,google,0
186,currently 150 people in line at the &quot;pop up apple store&quot; #sxsw,apple,0
187,"only ipad 2 available at #sxsw is the 64gb wifi-only model at $699, plus the optional (not!) leather smart cover at $69",apple,0
188,÷¼ we love 2 entertain youû_please donûªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,neither,0
189,less than 2 hours until we announce the details on the ipad 2 giveaway! #sxsw #sxswi,apple,0
190,"i'm up to 2 ipad 2s seen in the wild. both people say it is fast, but the still pics are terrible. #sxsw",apple,0
191,(the ipad 2 queue at #sxsw of course,apple,0
192,the #ipad 2 takes over #sxsw [video] /by @mention {link},apple,1
193,many ipad 2's snapping away at the keynote slides! #sxsw,apple,1
194,apple has 200m users' credit cards sync'd with itunes for one click purchase. . #winning #sxsw,apple,0
195,having my 2nd cocktail &quot;texas snowflake&quot;  ( @mention google it!!) at the #cnngrill #sxsw,google,0
196,new post: 3 iphone apps we'll be using at south by southwest interactive {link} #sxsw #sxswi,apple,1
197,new post: 3 iphone apps we'll be using at south by southwest interactive #sxsw #sxswi {link},apple,0
198,sweet new 3-d google maps demo going on in ballroom d #sxsw,google,1
199,more than 35 million miles per day are driving with google maps navigation! #sxsw,google,1
200,rt ' it's 4 p.m. and the #ipad2 line at the apple store is longer and wider ûò about 250 people! only one more hour. ' #sxsw,apple,0
201,"u = smart 4 packing an extra :) rt @mention on my way to sunny austin for #sxsw! extra iphone in stow, just in case. @mention @mention",apple,0
202,"wonder if 4sqwill attempt to block gowalla cross-checkins, the way facebook blocked google's contacts connections.  #sxsw #lbswars",google,0
203,#sxsw day 5 at the #apple store and there's still a line...and growing {link},apple,1
204,"check out 5 steps to bulletproof ux strategy at sxsw
{link} #sxsw #rhjr_ux5  {link}",neither,0
205,"wandering 6th street with the girls. stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",apple,0
206,"if you're a band at #sxsw and want to share a track with your audience from stage, use frostwire for android if there's wi-fi available",google,1
207,we've got a busy week ahead: our new book on #google apps will be available on amazon &amp; we're attending #sxsw,google,0
208,"i believe a few went to aussies at #sxsw rt @mention ipad 2 sold out, 70% went to new buyers [report] - {link}",apple,0
209,ûï@mention a google spreadsheet of over 270 parties at #sxsw this year o_o {link} @mention plan on going to #sxsw party on,google,0
210,"there was a guy in line for apple's pop-up store on sixth street in austin. &quot;i'm that guy,&quot; he told me. #sxsw",apple,0
211,if u have a iphone you don't need a car'-use zimride etc to share rides #sxsw #shareable,apple,1
212,"i've seen a lot of tablets here, every single one of them is an ipad. #sxsw",apple,0
213,receiving a lot of @mention messages telling me i'm sexy in response to my post looking to meet fellow christian iphone devs at #sxsw,apple,0
214,picked up a mophie battery case 4 my iphone in prep for #sxsw. not lugging around a laptop &amp; only using my phone was a huge win last year.,apple,1
215,"now thats a news :p rt@mention google to launch major new social network called circles, possibly today {link} #sxsw",google,0
216,"just took a piss at the trade show, ipad in one hand, iphone in the other. pissing. i am kiiiiiilling it right now. #sxsw",apple,0
217,"not to be a rumor monger, but this was a good read å_ #google #circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",google,1
218,hobo with a shotgun iphone game {link} #sxsw,apple,0
219,hobo with a shotgun video game coming to ipad/iphone users?! yes please! {link} #sxsw,apple,1
220,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,apple,1
221,just took a survey on iphone while in starbucks line. got a free starbucks gift card. instant research. instant gratification. #sxsw #gsdm,apple,0
222,apple has a temporary retail store in austin for the ipad 2 release today. opens at 5pm. #sxsw #sxswi #ipad2,apple,0
223,just read about #groupme at #sxsw...sounds like an incredible app. is it available for android phones yet?,apple,1
224,wondering about circles? &gt; google to reveal a new social network at #sxsw {link},google,0
225,"google is about search, but local' marissa mayer #sxsw",google,0
226,wondering about street closures during sxsw? we made a google map to show you: {link} #sxsw #austin,google,0
227,is google about to have another go at social with &quot;google circles&quot;? #sxsw #google,google,0
228,questions about what's inside the ipad 2? fire them my way. #sxsw,apple,0
229,paraormal activity: sanctuary iphone game. sketching your ar experience. interactivity through &quot;magic lense&quot; #eduar #sxsw,apple,0
230,apple iie ad in the '85 si swimsuit issue at a garage sale #sxsw {link},apple,0
231,flipboard adds instagram photos and social search [apps] {link} #apple #socialsearch #sxsw,apple,0
232,spent the aftrnoon on a frozen lake photographing my brother scott &amp; the @mention team. catch them at #sxsw ths weeknd.  {link},neither,0
233,"if iphone alarms botch the timechange, how many #sxsw'ers freak? late to flights, missed panels, behind on bloody marys...",apple,0
234,shouts to all the ladies holding up their ipad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,apple,1
235,"dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",google,0
236,i meant i also wish i  at #sxsw #dyac stupid iphone!,apple,0
237,"just what america needs. rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",google,0
238,audioboo: american dream or bust {link} #ipad #sxsw #bum #begger #us #socialart #documentally,apple,0
239,skifta is an app-based media shifting service that turns your android phone into a ...  #sxsw #mashable #sxswi {link},google,0
240,rumors of an apple store opening for #sxsw at 6th &amp; congress. all signs point to yes! {link},apple,1
241,what does an apple security guy after he locks up the store..... #sxsw - {link},apple,0
242,what does an apple security guy after he locks up the store..... #sxsw - the realtime sxsw s... {link} curated by @mention,apple,0
243,how i got an ipad 2 during #sxsw!  {link} cc @mention,apple,0
244,picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,apple,1
245,brilliant and enlightening game mechanics presentation by @mention from google #sxsw,google,1
246,gsd&amp;m and google.....sitting in a tree {link} #sxsw #gsdm,google,0
247,@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},apple,0
248,my iphone and i are both very thirsty! #sxsw (@mention chevy volt lounge w/ 16 others) {link},apple,0
249,my iphone and i are both very thirsty! #sxsw (@mention chevy volt lounge w/ 16 others) {link} {link},apple,0
250,"i came in and left #sxsw with my iphone playing the same song, chosen at random: skream's listening to the records on my wall. appropriate.",apple,0
251,marketing and sales genius: {link} #apple #sxsw,apple,1
252,"arduino + android = flaming skulls  {link} refrigerator speaks , salon k, 3:30pm @mention @mention #sxsw #smartthings",google,0
253,reminder: android and chrome tts talk @mention 1 pm today!  {link}  #sxsw,google,0
254,ipad 2 vs android vs the world : panel at #sxsw today 3:30pm by @mention {link},both,0
255,"backupify announces cloudsight search, the first searchable archive solution for social media and google apps #sxsw #sxswi {link}",google,0
256,google is announcing a social network &quot;circles&quot; (via #sxsw tweets). interesting. myopia will cause buzz jokes. but this is interesting.,google,0
257,"do i need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... wow! love to  meet the real 'cerebellum' charged people:)",apple,1
258,did u see anything on google's circles at the #sxsw? @mention @mention,google,0
259,the #sxsw app for my iphone is ridiculous. it's my personal planner for the next 5 days.,apple,1
260,our #sxsw app is now on #android :d huge props to @mention @mention @mention &amp; @mention get it now: {link},google,0
261,"found the app kyping my iphone's geolocation &amp; not releasing when in background. need a patch, @mention #batterykiller #sxsw",apple,0
262,the #sxsw app on the iphone is live. rsvp for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,apple,1
263,my iphone app screen for #sxsw what am i missing?   {link},apple,0
264,love this app! so awesome. rt @mention must see #android app at #sxsw &quot;bizzy&quot; {link},google,1
265,the #sxsw apple &quot;pop-up&quot; store was nuts. was still packed at 11:30. {link},apple,0
266,say what? apple #sxsw popup store in austin! {link} ~@mention @mention,apple,0
267,"breaking: apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;o-facetime&quot;. #sxsw",apple,0
268,of course apple built a temp store in austin. it's texas. they understand the concept of corralling cattle #sxsw #pickmeupanipad2,apple,0
269,love that apple didn't let something like not having a retail store near #sxsw keep them away by opening a pop-up store {link},apple,1
270,surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ... {link} #cnet,apple,1
271,surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ipads. {link} #cnet,apple,1
272,surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ipads. http:/ {link},apple,0
273,surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ipads.... {link},apple,1
274,"#technews apple heads to sxsw, sets up temporary store in austin {link} #tech_news #apple #ipad_2 #rance_wilemon #sxsw #tech",apple,0
275,ûï@mention apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,apple,1
276,ûï@mention apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link} #gswsxsw,apple,1
277,ûï@mention apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch&quot; oh yay more traffic.,apple,0
278,#technews apple opening pop-up store in austin for sxsw {link} #tech_news #american_statesman #apple #apple_apple #sxsw #tech,apple,0
279,#technews apple opening pop-up store in austin for sxsw geekfest [apple] {link} #tech_news #apple #brian_lam #ipad_2 #sxsw #tech,apple,0
280,"the #sxsw apple popup store is open at noon, has a fresh shipment of ipad 2's, and i'm pretty sure i'm going to get one. [fingers crossed]",apple,1
281,"#technews apple saves sxsw, set to open pop-up store {link} #tech_news #apple #sxsw #tech",apple,1
282,"at #sxsw, apple schools the marketing experts  {link}",apple,0
283,"at #sxsw, apple schools the marketing experts {link}",apple,1
284,"at #sxsw, apple schools the marketing experts {link} via @mention",apple,1
